Відділ,Номер угоди,Лінійка продукту,Стать,Вік,Ціна,Кількість,Податок 6%,Сезон,Загальна сума,Дата,Час,Тип оплати
C,921-35-4008,Інструменти,Жінка,17,2775.65,10,166.54,Весна,3219.76,2023-03-02,15:20:47,Оплата карткою
A,357-78-3502,Солодощі,Чоловік,49,694.18,8,41.65,Весна,805.25,2023-03-07,14:54:43,Електронний гаманець
B,711-37-6885,Солодкі напої,Чоловік,39,99.78,6,5.99,Весна,115.75,2023-01-04,16:25:36,Електронний гаманець
B,606-17-9970,Алкоголь,Чоловік,29,1557.58,8,93.45,Весна,1806.79,2023-02-03,20:48:48,Оплата карткою
A,775-28-3461,М'ясні продукти,Чоловік,21,313.48,5,18.81,Весна,363.64,2023-01-29,20:23:18,Готівкою
A,589-99-6841,Солодощі,Чоловік,86,15.78,1,0.95,Весна,18.31,2023-01-19,09:21:35,Електронний гаманець
C,473-53-3628,Інструменти,Чоловік,32,1940.56,5,116.43,Весна,2251.05,2023-01-23,15:32:03,Готівкою
A,253-49-5721,Солодощі,Жінка,21,782.82,9,46.97,Весна,908.07,2023-03-29,15:42:12,Готівкою
B,613-86-1565,Алкоголь,Чоловік,45,314.88,6,18.89,Весна,365.26,2023-03-18,15:07:19,Електронний гаманець
C,825-73-6587,Інструменти,Чоловік,37,126.75,1,7.6,Весна,147.03,2023-01-09,16:28:20,Оплата карткою
A,690-70-5410,Солодощі,Чоловік,42,998.78,9,59.93,Весна,1158.59,2023-03-16,13:41:19,Оплата карткою
A,472-43-6040,М'ясні продукти,Чоловік,36,607.03,3,36.42,Весна,704.15,2023-03-02,10:18:18,Оплата карткою
C,858-47-3146,Інструменти,Жінка,14,377.03,5,22.62,Весна,437.35,2023-01-23,14:14:56,Електронний гаманець
B,926-26-4415,Алкоголь,Чоловік,41,819.51,3,49.17,Весна,950.63,2023-02-01,18:05:40,Електронний гаманець
A,587-37-4742,М'ясні продукти,Жінка,40,832.61,5,49.96,Весна,965.83,2023-01-25,21:35:10,Оплата карткою
A,547-21-2728,Фрукти та овочі,Жінка,26,128.3,5,7.7,Весна,148.83,2023-01-09,14:57:51,Електронний гаманець
B,491-23-7360,Алкоголь,Жінка,40,558.81,2,33.53,Весна,648.22,2023-01-18,17:38:43,Готівкою
A,252-33-8669,Фрукти та овочі,Жінка,30,35.29,3,2.12,Весна,40.94,2023-01-20,17:27:38,Електронний гаманець
A,712-91-9289,М'ясні продукти,Жінка,34,535.51,5,32.13,Весна,621.19,2023-02-12,18:45:23,Електронний гаманець
C,570-60-9690,Інструменти,Чоловік,28,2805.82,9,168.35,Весна,3254.75,2023-01-14,18:59:16,Готівкою
A,200-18-2106,М'ясні продукти,Жінка,44,1124.81,10,67.49,Весна,1304.78,2023-01-17,20:21:18,Оплата карткою
C,321-87-8872,Інструменти,Чоловік,19,1149.41,8,68.96,Весна,1333.31,2023-03-19,14:26:03,Електронний гаманець
A,920-47-3727,Фрукти та овочі,Чоловік,12,95.16,5,5.71,Весна,110.39,2023-03-26,14:31:18,Оплата карткою
B,406-15-3988,Солодкі напої,Жінка,14,210.03,9,12.6,Весна,243.63,2023-03-21,11:45:12,Електронний гаманець
C,318-41-3710,Косметика,Жінка,23,1252.2,8,75.13,Весна,1452.55,2023-02-27,19:49:21,Оплата карткою
C,334-57-9173,Інструменти,Чоловік,31,1217.0,5,73.02,Весна,1411.72,2023-03-01,08:19:37,Готівкою
B,405-35-2841,Алкоголь,Чоловік,21,318.88,7,19.13,Весна,369.9,2023-03-12,12:07:48,Оплата карткою
B,207-45-8079,Алкоголь,Чоловік,37,2241.03,10,134.46,Весна,2599.59,2023-02-09,15:44:57,Оплата карткою
C,458-30-5981,Косметика,Чоловік,17,66.82,2,4.01,Весна,77.51,2023-03-13,19:54:40,Готівкою
B,526-51-5979,Алкоголь,Жінка,18,2144.72,10,128.68,Весна,2487.87,2023-03-15,20:01:32,Оплата карткою
C,107-87-7990,Інструменти,Чоловік,25,1662.61,5,99.76,Весна,1928.63,2023-02-18,15:19:01,Готівкою
A,361-61-7271,Солодощі,Чоловік,44,526.91,3,31.61,Весна,611.21,2023-01-16,20:37:11,Електронний гаманець
A,839-79-9264,Фрукти та овочі,Жінка,32,83.16,2,4.99,Весна,96.47,2023-03-11,15:01:32,Оплата карткою
A,544-10-5183,М'ясні продукти,Чоловік,17,537.46,6,32.25,Весна,623.46,2023-03-15,15:49:57,Готівкою
B,744-21-2188,Алкоголь,Чоловік,37,1399.9,6,83.99,Весна,1623.88,2023-02-15,12:58:15,Оплата карткою
B,307-79-7100,Алкоголь,Чоловік,36,281.66,5,16.9,Весна,326.73,2023-03-13,18:23:14,Готівкою
B,531-51-2503,Алкоголь,Чоловік,55,911.77,5,54.71,Весна,1057.66,2023-02-01,20:29:19,Готівкою
C,166-28-3315,Інструменти,Жінка,71,1286.39,5,77.18,Весна,1492.21,2023-02-04,15:15:20,Готівкою
A,315-76-1548,Молочні продукти,Жінка,37,265.88,8,15.95,Весна,308.42,2023-01-21,08:00:00,Оплата карткою
B,477-51-9376,Алкоголь,Чоловік,20,1928.1,10,115.69,Весна,2236.6,2023-01-25,16:47:31,Готівкою
A,759-51-3311,Солодощі,Жінка,89,283.9,4,17.03,Весна,329.32,2023-01-15,21:52:20,Готівкою
A,364-52-5266,М'ясні продукти,Жінка,72,1110.71,5,66.64,Весна,1288.42,2023-03-02,16:31:28,Готівкою
A,113-55-2282,Солодощі,Чоловік,39,1239.18,8,74.35,Весна,1437.45,2023-03-08,22:07:16,Електронний гаманець
A,579-70-9004,Солодощі,Жінка,16,1158.08,9,69.48,Весна,1343.37,2023-01-16,18:54:04,Оплата карткою
C,472-19-4200,Косметика,Жінка,14,412.05,5,24.72,Весна,477.97,2023-02-28,20:26:19,Оплата карткою
B,702-68-2958,Солодкі напої,Чоловік,29,28.26,2,1.7,Весна,32.79,2023-01-16,15:35:42,Готівкою
A,676-36-9885,Солодощі,Чоловік,11,851.57,9,51.09,Весна,987.82,2023-02-18,16:01:42,Оплата карткою
B,199-42-9612,Алкоголь,Жінка,45,32.31,1,1.94,Весна,37.48,2023-02-21,17:08:29,Оплата карткою
A,586-50-2552,Солодощі,Жінка,49,471.4,7,28.28,Весна,546.82,2023-03-30,17:24:47,Електронний гаманець
A,611-38-4147,Солодощі,Чоловік,70,420.84,4,25.25,Весна,488.17,2023-01-02,13:33:46,Готівкою
A,366-59-8657,М'ясні продукти,Чоловік,51,499.18,9,29.95,Весна,579.05,2023-03-21,08:18:19,Готівкою
A,858-54-7403,Солодощі,Жінка,49,528.6,6,31.72,Весна,613.18,2023-03-27,10:42:00,Електронний гаманець
A,286-31-6921,Фрукти та овочі,Жінка,47,166.26,9,9.98,Весна,192.87,2023-02-14,17:32:56,Електронний гаманець
C,950-19-5774,Косметика,Чоловік,32,1216.85,4,73.01,Весна,1411.54,2023-02-05,19:26:10,Готівкою
A,276-74-5388,Молочні продукти,Жінка,48,295.67,8,17.74,Весна,342.98,2023-02-14,19:35:03,Готівкою
C,235-42-4700,Косметика,Жінка,19,449.18,4,26.95,Весна,521.05,2023-03-02,19:57:37,Електронний гаманець
A,760-31-2867,Молочні продукти,Жінка,43,26.67,1,1.6,Весна,30.94,2023-02-24,13:11:19,Електронний гаманець
B,196-90-6375,Алкоголь,Чоловік,86,683.83,9,41.03,Весна,793.24,2023-01-23,19:15:37,Готівкою
A,742-39-2801,Фрукти та овочі,Жінка,71,124.62,10,7.48,Весна,144.56,2023-03-10,17:54:08,Готівкою
A,158-31-9670,М'ясні продукти,Чоловік,17,448.29,2,26.9,Весна,520.02,2023-03-21,08:39:02,Електронний гаманець
C,176-95-1148,Косметика,Жінка,23,1584.72,5,95.08,Весна,1838.27,2023-02-18,14:13:05,Оплата карткою
A,874-56-9089,Фрукти та овочі,Жінка,19,171.83,8,10.31,Весна,199.32,2023-01-16,13:52:42,Оплата карткою
A,626-13-5498,Фрукти та овочі,Жінка,24,129.66,6,7.78,Весна,150.41,2023-02-20,19:55:57,Електронний гаманець
A,648-92-6446,Фрукти та овочі,Чоловік,30,30.45,4,1.83,Весна,35.33,2023-02-03,18:56:02,Оплата карткою
B,272-96-1336,Солодкі напої,Чоловік,34,272.73,9,16.36,Весна,316.36,2023-02-23,20:08:43,Оплата карткою
A,427-70-2424,Солодощі,Чоловік,14,540.73,4,32.44,Весна,627.24,2023-02-13,11:15:29,Електронний гаманець
B,272-96-7970,Алкоголь,Чоловік,48,2224.04,7,133.44,Весна,2579.88,2023-01-17,12:25:17,Оплата карткою
B,711-47-6017,Солодкі напої,Чоловік,20,134.59,7,8.08,Весна,156.13,2023-02-20,14:24:40,Електронний гаманець
A,548-50-9597,М'ясні продукти,Чоловік,34,741.99,10,44.52,Весна,860.71,2023-01-04,18:11:18,Електронний гаманець
C,512-79-6558,Косметика,Жінка,31,30.33,1,1.82,Весна,35.18,2023-02-21,18:26:39,Готівкою
A,168-85-1603,Молочні продукти,Жінка,17,82.58,3,4.95,Весна,95.79,2023-02-13,15:56:08,Оплата карткою
B,869-80-9449,Солодкі напої,Чоловік,14,193.9,10,11.63,Весна,224.92,2023-02-16,19:45:00,Електронний гаманець
A,392-13-8051,Фрукти та овочі,Жінка,20,78.04,7,4.68,Весна,90.52,2023-03-21,20:42:37,Оплата карткою
B,102-56-8563,Солодкі напої,Жінка,35,10.86,1,0.65,Весна,12.6,2023-01-07,12:41:23,Готівкою
C,721-59-6665,Косметика,Чоловік,27,882.36,3,52.94,Весна,1023.54,2023-01-08,20:10:20,Оплата карткою
A,304-13-6775,Солодощі,Чоловік,25,410.23,3,24.61,Весна,475.86,2023-03-22,21:18:14,Електронний гаманець
B,196-98-7819,Алкоголь,Чоловік,55,38.83,1,2.33,Весна,45.04,2023-03-18,16:39:22,Оплата карткою
A,995-90-8279,Фрукти та овочі,Чоловік,24,162.01,7,9.72,Весна,187.93,2023-01-28,11:41:55,Готівкою
B,547-18-2884,Алкоголь,Жінка,41,1915.8,3,114.95,Весна,2222.33,2023-02-03,20:59:56,Готівкою
A,116-54-2289,Фрукти та овочі,Чоловік,26,114.74,7,6.88,Весна,133.09,2023-01-10,20:22:58,Готівкою
C,990-13-1009,Інструменти,Чоловік,63,1351.65,4,81.1,Весна,1567.91,2023-02-18,13:09:59,Готівкою
A,618-18-4674,М'ясні продукти,Чоловік,11,1099.03,10,65.94,Весна,1274.87,2023-03-11,08:19:22,Готівкою
C,252-92-7886,Косметика,Чоловік,22,491.96,2,29.52,Весна,570.68,2023-01-22,08:24:03,Електронний гаманець
A,581-77-5109,М'ясні продукти,Чоловік,76,173.14,5,10.39,Весна,200.84,2023-03-10,20:02:19,Готівкою
A,927-99-2082,Молочні продукти,Жінка,21,232.92,8,13.98,Весна,270.19,2023-01-29,22:33:40,Оплата карткою
C,890-28-9316,Косметика,Жінка,45,1822.53,6,109.35,Весна,2114.13,2023-02-18,11:44:22,Готівкою
A,200-67-7324,Солодощі,Жінка,25,573.97,10,34.44,Весна,665.81,2023-02-09,18:09:50,Електронний гаманець
A,224-22-6009,Молочні продукти,Чоловік,50,270.96,8,16.26,Весна,314.32,2023-02-19,20:15:09,Електронний гаманець
A,728-36-8085,Молочні продукти,Чоловік,32,349.18,8,20.95,Весна,405.05,2023-03-29,13:02:43,Оплата карткою
B,843-93-2847,Солодкі напої,Чоловік,86,110.06,4,6.6,Весна,127.67,2023-02-10,14:07:54,Готівкою
A,104-57-5750,Солодощі,Жінка,75,139.81,4,8.39,Весна,162.18,2023-01-30,13:55:57,Готівкою
A,286-47-1838,Фрукти та овочі,Жінка,24,99.18,6,5.95,Весна,115.05,2023-02-05,18:10:21,Електронний гаманець
C,308-62-6050,Косметика,Жінка,12,1606.55,8,96.39,Весна,1863.6,2023-02-27,19:29:47,Електронний гаманець
A,329-77-7928,Солодощі,Жінка,15,1057.36,9,63.44,Весна,1226.54,2023-03-08,18:13:29,Готівкою
A,640-15-7387,Молочні продукти,Жінка,70,433.73,10,26.02,Весна,503.12,2023-02-06,13:00:51,Готівкою
B,868-52-4922,Алкоголь,Жінка,22,776.1,1,46.57,Весна,900.28,2023-01-25,19:32:24,Електронний гаманець
B,853-58-5546,Алкоголь,Жінка,88,1294.74,6,77.68,Весна,1501.89,2023-02-07,10:00:02,Готівкою
A,558-61-1119,Солодощі,Чоловік,28,857.42,8,51.45,Весна,994.61,2023-01-13,17:23:35,Готівкою
C,255-14-6140,Інструменти,Чоловік,86,59.58,1,3.57,Весна,69.11,2023-02-22,19:34:30,Готівкою
C,627-89-1705,Інструменти,Жінка,22,2262.99,6,135.78,Весна,2625.07,2023-01-30,14:28:29,Оплата карткою
C,925-87-5498,Інструменти,Чоловік,28,1410.61,5,84.64,Весна,1636.31,2023-02-21,12:29:36,Готівкою
A,125-68-9893,М'ясні продукти,Чоловік,14,293.64,3,17.62,Весна,340.62,2023-03-02,21:33:22,Оплата карткою
C,430-58-1094,Косметика,Жінка,24,1238.54,9,74.31,Весна,1436.7,2023-01-20,20:13:36,Електронний гаманець
B,463-25-9653,Солодкі напої,Жінка,72,90.9,4,5.45,Весна,105.44,2023-01-12,16:54:44,Готівкою
A,320-22-2652,Фрукти та овочі,Чоловік,19,96.71,4,5.8,Весна,112.18,2023-02-23,19:40:54,Оплата карткою
A,218-72-9076,Солодощі,Жінка,70,895.12,4,53.71,Весна,1038.34,2023-02-12,20:13:53,Готівкою
A,751-67-5880,Солодощі,Жінка,45,113.38,4,6.8,Весна,131.52,2023-01-06,17:21:55,Електронний гаманець
A,137-25-2041,М'ясні продукти,Чоловік,54,726.92,7,43.62,Весна,843.23,2023-02-04,12:02:32,Електронний гаманець
B,358-82-2886,Солодкі напої,Чоловік,33,25.12,1,1.51,Весна,29.14,2023-02-03,10:37:52,Готівкою
B,222-13-4589,Солодкі напої,Чоловік,39,215.64,10,12.94,Весна,250.14,2023-03-22,14:22:15,Оплата карткою
B,721-69-9660,Солодкі напої,Чоловік,27,54.35,4,3.26,Весна,63.05,2023-03-21,08:23:49,Готівкою
A,448-53-9879,М'ясні продукти,Чоловік,86,145.12,1,8.71,Весна,168.34,2023-01-06,17:41:15,Готівкою
A,541-43-4547,Молочні продукти,Жінка,25,318.49,7,19.11,Весна,369.45,2023-03-09,20:11:46,Електронний гаманець
